,0
R_15_mean,0.005486941722513729
D_117_max,0.005458230443592724
S_23_last_minus_mean,0.005457623299960634
D_56_std,0.0054549222604770515
P_3_last_minus_mean,0.005449510662384581
D_43_last_minus_first,0.005446844296433023
D_59_first,0.005426982107210201
B_28_std,0.005423098916514344
B_13_max,0.005419779876832647
S_11_last_minus_mean,0.005413218301548836
S_11_std,0.005408529214571989
D_75_last_minus_mean,0.005388023320080346
S_6_mean,0.005322292701235482
D_122_min,0.005316802258241763
D_105_first,0.005285039661569698
D_55_last,0.0052619813927688615
B_19_std,0.005251377456622663
D_52_last_minus_mean,0.005236076294384612
D_55_first,0.005227455519675574
D_115_std,0.005149815359857511
D_54_mean,0.005113502925814778
D_82_first,0.005106267669018892
D_91_last_minus_mean,0.005105551063941063
D_77_std,0.005069963829283555
S_13_mean,0.005042994123579163
B_10_last_minus_first,0.005033862321539102
D_66_last_minus_first,0.00502920794695145
D_133_last_minus_mean,0.005025436705182725
D_61_std,0.0050234295349401515
D_81_std,0.005023114956646622
S_8_last_minus_first,0.005002445508746926
S_9_first,0.004998041100221351
S_25_min,0.004997982780890428
S_11_last,0.004978857421094156
S_8_last_minus_mean,0.004963593586453669
D_145_last_minus_mean,0.004957517480146174
S_27_first,0.004940571898404336
R_4_last,0.004939440519514739
R_8_mean,0.004933054046570907
D_71_first,0.004899084109881031
B_6_mean,0.0048939876994466905
S_25_last_minus_mean,0.004863994433598331
D_128_last,0.004801614185988016
B_16_last_minus_mean,0.0047998293962454785
B_5_min,0.004796758622723568
D_63_last,0.004790651534504908
S_27_std,0.00477321155773973
D_59_last_minus_first,0.004753569178954991
B_6_last_minus_mean,0.004739384063389544
D_126_first,0.004730305503677288
D_80_last_minus_first,0.0047195923377926705
B_5_first,0.004719473774324312
D_58_std,0.00471927451274284
D_133_max,0.004716258552338346
D_124_last_minus_mean,0.004715446491401663
D_140_last,0.004709001527699388
D_140_mean,0.00470241595602569
B_28_last_minus_first,0.004695901280831553
R_26_first,0.004676063115300608
R_3_min,0.00463716320887037
D_52_first,0.004628084034461814
D_107_last_minus_mean,0.00461386773534171
D_121_std,0.004603716963048246
P_3_last_minus_first,0.004597110801498234
R_16_last_minus_mean,0.004596635881841156
R_6_last_minus_mean,0.004591152331295721
D_119_std,0.004547900245989816
D_125_last_minus_mean,0.0045272425930257595
S_7_std,0.004517535373342796
D_119_last_minus_mean,0.004505467210771394
S_3_last_minus_mean,0.004495849952203428
D_51_last_minus_mean,0.004483382191384024
S_16_last_minus_mean,0.004477844487503151
B_17_last_minus_mean,0.004466047561448484
D_55_std,0.004457896775117874
B_12_last,0.0044577000176476
D_122_last_minus_mean,0.004438321231892851
D_96_mean,0.004436817386257622
D_62_last_minus_mean,0.0044341862155653266
D_80_std,0.004418851011091036
B_20_last_minus_mean,0.004417503792481892
D_45_last_minus_first,0.004416264153378523
R_16_mean,0.004415300605289842
S_15_last,0.004411297966871599
D_104_last_minus_mean,0.004391070329325181
R_24_mean,0.004381340310641526
D_133_mean,0.004363997631296888
B_22_std,0.004361677412002121
D_104_mean,0.004360986376987011
S_25_max,0.004350470954549263
B_12_std,0.004321884639392302
S_7_first,0.004303482853805152
S_27_last,0.0043018172422852365
